,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
22200,799930458466673970,"Ka'Oi Resort, Princeville Kauai, HI - 1 Bd Plus",373307437,Deena,2020-10-26,"I would love the opportunity to host your stay for the holiday!!<br /><br />Ka Ipu Kā'eo aka Ka Eo Kai Resort is an amazing resort overlooking Anini Bay, perfectly capturing the ambiance of the ""Garden Island"" while offering a variety of nearby recreational options including zip lining, family fun adventures, horseback riding and golf.  This resort offers easy access to top Kauai shopping, dining, entertainment, state parks, national wildlife refuges, beaches, natural landmarks, museums and historic site.",within an hour,100%,71%,t,Jeffersonville,914.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire condo,Entire home/apt,4,0.0,1.0,2.0,"[""Coffee maker"", ""Heating"", ""Sun loungers"", ""Hair dryer"", ""Outdoor furniture"", ""Wifi"", ""Shared pool"", ""Cleaning available during stay"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Outdoor dining area"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Waterfront"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Resort access"", ""Patio or balcony"", ""Stove"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$349.00,2,30,2,30,2.0,30.0,27,57,87,177,1,2023-10-18,0,0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,f,0.06,"540050050000, TA-056-241-2032-01"
22400,805832707378205796,Ka Eo Kai *studio*,452763106,Andrew & Lisa,2022-04-04,"Overlooking Anini Bay, this resort is an escape to a South Pacific paradise on Kauai’s north shore. Enjoy all the resort amenities and nearby golf, or roam the whole island for breathtaking adventure.<br />Take the trail from the resort down to Anini Beach and dive in for spectacular scuba and snorkeling. Or head for open water with a deep-sea fishing trip, go for a Wailua River kayaking excursion, there's also windsurfing, boating and horseback riding through lush tropical forests.",within a day,96%,11%,f,Charlotte Amalie,202.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,,,,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Building staff"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",,2,365,2,365,2.0,365.0,30,60,89,89,2,2023-11-27,1,0,,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,0.13,"540050360006, TA-212-767-6928-01"
22600,807401886291658710,2 Bedroom ~ Ka 'Eo Kai Resort,243470944,Resort Stay,2019-02-16,"Located in Princeville on Kauai's beautiful North Shore, the tropical Ka'Eo Kai Resort is situated among lush green landscaping, overlooking the number 3 fairway of Makai Golf Club with distant ocean and mountain views. Only a 10 minute drive away from the famous Hanalei Bay, or approximately 15 minutes from the the scenic Kilauea Lighthouse Point & Wildlife Refuge.",within an hour,100%,100%,t,Kauaʻi,290.0,"['email', 'phone']",t,f,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Dining table"", ""Dishwasher"", ""Board games"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Shared pool - "", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Drying rack for clothing"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Oven"", ""TV"", ""Stove"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Coffee"", ""Self check-in""]",$264.00,2,14,2,1125,2.1,1091.8,2,2,2,2,4,2023-03-18,2,12,3168.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.16,"540050050000, TA-164-341-1456-02"
22800,811615211623306620,Maui Resort Rentals: Honua Kai Hokulani 415,39073224,Matthew William,2015-07-20,"This stunning 4th-floor suite offers Honua Kai’s most sought after two bedroom deluxe floor plan. The corner location boasts incredible ocean views from the living room, kitchen, master bedroom, and expansive 340 sq. ft. wrap-around balcony.",within an hour,100%,99%,t,Kaanapali,596.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,6,2.0,2.0,3.0,"[""Clothing storage"", ""Ceiling fan"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Private patio or balcony"", ""Kitchen"", ""High chair - available upon request"", ""Luggage dropoff allowed"", ""Dryer \u2013\u00a0In unit"", ""Shower gel"", ""Free parking on premises"", ""Smoke alarm"", ""Body soap"", ""Shared hot tub - available all year"", ""Coffee maker"", ""Gym"", ""Hair dryer"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Barbecue utensils"", ""Iron"", ""Freezer"", ""Shared BBQ grill: gas"", ""Microwave"", ""Toaster"", ""Room-darkening shades"", ""Cleaning available during stay"", ""Cleaning products"", ""Hangers"", ""Pool - available all year, water slide"", ""Backyard"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Washer \u2013\u00a0In unit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Wine glasses"", ""Shampoo"", ""Resort access""]",$846.00,2,180,1,180,5.4,180.0,1,3,17,258,3,2023-06-15,1,12,10152.0,5.0,5.0,5.0,4.67,5.0,5.0,4.67,t,0.14,"440140060130, TA-156-003-3792-02"
23000,818088166165301612,Kona Palms#201,49441399,Blake,2015-11-19,"Gorgeous views from this spacious 1041 square foot condo. 2 bedrooms, 2 bathrooms, book with us today!",within an hour,100%,100%,t,Kailua/Kona,216.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,6,2.0,2.0,2.0,"[""Coffee maker"", ""Heating"", ""Hair dryer"", ""Dining table"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Shampoo"", ""Blender"", ""Bed linens"", ""Free parking on premises"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Dryer""]",$109.00,1,1125,1,1125,2.7,217.9,14,44,74,317,0,,0,0,0.0,,,,,,,,t,,
23200,828258606922741431,Perfect Waikiki Location!,500849192,Mylinh,2023-02-13,Your family will be close to everything when you stay in the heart of Waikiki in this 2 bedroom condo with ocean views and large balcony! Walk to everything Waikiki has to offer. International marketplace with loads of restaurants and shopping. A Foodland farms grocery store only a block away. Gorgeous Waikiki Beach only a few blocks from apartment. Unit includes 2 parking spaces! 2 bedrooms with brand new queen size beds. 2 air mattresses. Fully stocked kitchen with everything you need.,within an hour,100%,100%,f,,1.0,"['email', 'phone']",t,f,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,4,2.0,2.0,2.0,"[""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Shared sauna"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Cleaning available during stay"", ""Golf course view"", ""Refrigerator"", ""Sea view"", ""Essentials"", ""Canal view"", ""Mountain view"", ""Hot water"", ""Wine glasses"", ""Free street parking"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Ocean view"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Stove"", ""Shampoo"", ""Clothing storage: closet"", ""Rice maker"", ""Bed linens"", ""Free parking garage on premises \u2013 2 spaces"", ""Hot water kettle"", ""City skyline view"", ""Hangers"", ""Smoke alarm"", ""Stainless steel oven"", ""Fire pit"", ""Coffee""]",$277.00,29,365,29,365,29.0,365.0,30,60,90,364,7,2023-04-20,2,116,32132.0,4.43,4.86,4.14,4.71,4.86,5.0,4.57,f,0.3,
23400,838045852233316107,Lush Kona Home • Pool • Lanai • Fully Equipped,14136908,Anthony,2014-04-10,"This private, peaceful and centrally-located home is perfect for the ultimate relaxation & fun Hawaiian getaway. The updated home features a custom gated entry that leads to a lush tropical garden. The well maintained pool has ample patio seating for sunbathing & space under a covered cabana for lounging by the water.  Adjacent to the large lanai that overlooks the pool has a BBQ area perfect for prepping & cooking the catch of the day. The home is well furnished with plush bedding for comfort.",within an hour,100%,100%,t,Tramonto,3.0,"['email', 'phone', 'work_email']",t,t,North Kona,Hawaii,Entire home,Entire home/apt,7,2.0,3.0,4.0,"[""Conditioner"", ""Sound system"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Board games"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private outdoor pool - available all year, open 24 hours, pool toys"", ""Private entrance"", ""Paid parking on premises"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Barbecue utensils"", ""Electric stove"", ""Kitchen"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Outdoor dining area"", ""Single level home"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Smart lock"", ""Beach essentials"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Books and reading material"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Single oven"", ""Ceiling fan"", ""Baking sheet"", ""Exterior security cameras on property"", ""Rice maker"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Trash compactor"", ""Coffee"", ""Self check-in""]",$431.00,3,90,3,90,3.0,90.0,3,26,52,266,61,2023-03-06,29,180,77580.0,4.95,4.97,5.0,5.0,4.98,4.93,4.92,f,2.47,
23600,846378250487566564,Luxury Studio @ Marriott's Ko Olina Beach Club,489363368,Vacation Award,2022-11-27,"Marriott's Ko Olina Beach Club is surrounded by clear blue waters and a picturesque lagoon. Just steps from the ocean on the island of Oahu, our villa resort is nestled within a beautifully landscaped, gated community. We are near Oahu many popular attractions and only half an hour from the excitement of Honolulu.<br /><br />The resort features sparkling pools, hot tubs, waterslide, direct beach access, tasty restaurants, fitness center, spa and so much more.<br /><br />FREE WI-FI & FREE PARKING! NO RESORT FEES!",within an hour,100%,51%,t,Newport Coast,550.0,"['email', 'phone']",t,t,Ewa,Honolulu,Private room in resort,Private room,4,1.0,1.0,2.0,"[""Coffee maker"", ""Heating"", ""Conditioner"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dining table"", ""Gym"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Paid parking on premises"", ""Pool table"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Mountain view"", ""Hot water"", ""Building staff"", ""Barbecue utensils"", ""Kitchenette"", ""Cleaning products"", ""Body soap"", ""Drying rack for clothing"", ""Children's playroom"", ""Microwave"", ""Elevator"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Resort access"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Trash compactor"", ""Room-darkening shades"", ""Self check-in""]",$600.00,4,365,4,365,4.0,365.0,29,59,89,364,0,,0,0,0.0,,,,,,,,f,,Exempt
23800,848462456994965900,Kailua-Kona Vacation Rental - Walk to Beach!,151398424,Evolve,2017-09-20,"Plan a trip to paradise and stay at this recently renovated Kailua-Kona condo. Located just steps from the stunning beaches, this 2-bedroom, 2-bathroom Hawaii vacation rental is the ideal place for your family or friends to spend an extended vacation. Spend endless hours listening to the waves crash on Honl’s Beach or stroll the streets of downtown Kona for island dining and shopping. At the end of the day, head back to the condo to freshen up and enjoy a cold drink on the patio before dinner.",within an hour,100%,99%,f,Downtown,612.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,2.0,2.0,3.0,"[""Coffee maker"", ""Bathtub"", ""Shared outdoor pool - heated"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""BBQ grill: gas"", ""Hot water"", ""Shared hot tub"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Clothing storage"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Keypad"", ""Outdoor playground"", ""Fire extinguisher"", ""Blender"", ""Ceiling fan"", ""Bed linens"", ""Free parking on premises"", ""Shared gym"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Central air conditioning"", ""Beach essentials"", ""Self check-in""]",$88.00,30,1125,30,1125,30.0,1125.0,4,4,4,4,6,2023-04-21,1,0,0.0,4.83,4.83,5.0,5.0,5.0,5.0,4.83,t,0.26,
24000,862528815370919350,Special- Luxe Home with Hot Tub in Kailua Kona,469393239,Sundara,2022-07-14,"Unwind in this serene modern hideaway amidst a native Hawaiian forest in Kailua Kona. The cabin’s captivating design and exceptional sunset views offers 384 sqft of creative interior space that redefines your Hawaii experience. Relax in the private hot tub, fire up the grill, and indulge in paradise. Conveniently located 10 miles away from the beach, airport and downtown. This stand-alone retreat promises the ultimate getaway. Don’t miss out – book now and let the magic of Hawaii embrace you!",within an hour,100%,100%,t,,1.0,"['email', 'phone']",t,t,North Kona,Hawaii,Tiny home,Entire home/apt,2,1.0,0.0,1.0,"[""Clothing storage"", ""Garden view"", ""Cooking basics"", ""Wifi"", ""Whirlpool electric stove"", ""BBQ grill"", ""Coffee maker: pour-over coffee"", ""Dishes and silverware"", ""Private entrance"", ""Keypad"", ""Kitchen"", ""Conditioner"", ""Free parking on premises"", ""Portable heater"", ""Smoke alarm"", ""Washer"", ""Dining table"", ""Body soap"", ""Fire extinguisher"", ""Private hot tub"", ""Outdoor dining area"", ""Hair dryer"", ""Hot water kettle"", ""Long term stays allowed"", ""Mountain view"", ""Extra pillows and blankets"", ""Refrigerator"", ""Board games"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Ocean view"", ""Blender"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Barbecue utensils"", ""Freezer"", ""Outdoor furniture"", ""Bluetooth sound system"", ""Toaster"", ""Self check-in"", ""TV"", ""Cleaning products"", ""Hangers"", ""Books and reading material"", ""Portable fans"", ""Cleaning available during stay"", ""Backyard"", ""Coffee"", ""Oven"", ""Baking sheet"", ""First aid kit"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$230.00,3,30,1,1125,2.9,1125.0,3,8,14,128,102,2023-05-31,69,255,58650.0,5.0,5.0,5.0,4.99,5.0,4.98,4.94,t,4.67,GE-007-988-8384-01
24200,867573673560953298,Partial Oceanview - March Deal Was $295 Now $213,146182295,Sullivan Properties,2017-08-15,Ocean views from your Covered Lanai at this 2BR/2BA hideaway,within an hour,100%,100%,f,,72.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,6,,2.0,,"[""Clothing storage"", ""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""BBQ grill"", ""Paid washer \u2013 In building"", ""Keypad"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Dining table"", ""Coffee maker"", ""Hair dryer"", ""Paid dryer \u2013 In building"", ""TV with standard cable"", ""Refrigerator"", ""Shared outdoor pool - available all year, open specific hours, heated"", ""Dishwasher"", ""Essentials"", ""Ocean view"", ""Beach view"", ""Electric stove"", ""Blender"", ""Bed linens"", ""Barbecue utensils"", ""Ethernet connection"", ""Iron"", ""Freezer"", ""Microwave"", ""Toaster"", ""Self check-in"", ""Hangers"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Ceiling fan"", ""Wine glasses"", ""Resort access""]",,1,1125,1,1125,4.5,96.1,13,43,73,348,5,2024-01-01,3,24,,4.4,4.8,4.8,5.0,4.8,4.8,4.2,t,0.34,"440010500093, TA-212-126-7200-02"
24400,877717446162150636,Celebrate 4th of July in a 2BR Villa!,489363368,Vacation Award,2022-11-27,"A truly unforgettable getaway awaits you at Ka'anapali Beach Club. Discover the island of Maui's breathtaking beauty, culture and unique activities during your stay. The resort boasts an ideal location between the shimmering Pacific Ocean and West Maui Mountains, providing an oceanfront escape on North Ka’anapali Beach.<br /><br />The resort features sparkling pools and waterfalls, direct beach access, a delicious restaurant and so much more.<br /><br />FREE WI-FI & FREE PARKING! NO RESORT FEES!",within an hour,100%,51%,t,Newport Coast,550.0,"['email', 'phone']",t,t,Lahaina,Maui,Private room in resort,Private room,6,,2.0,,"[""Coffee maker"", ""Heating"", ""Conditioner"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Gym"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Barbecue utensils"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Children's playroom"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Private living room"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Waterfront"", ""Washer"", ""Oven"", ""Mini golf"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Resort access"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Stove"", ""Exterior security cameras on property"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Trash compactor"", ""Beach essentials"", ""Room-darkening shades"", ""Self check-in""]",,7,365,7,365,7.0,365.0,0,0,0,0,0,,0,0,,,,,,,,,t,,Exempt
