,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
7883,33834524,Oceanview KAN108 - Gorgeous Ground-Floor Condo in,52042236,Cristina Villarin,2015-12-22,"Kanai A Nalu 108 is a 2 bedroom/2 bath ground-floor condo with wonderful ocean views. One bedroom has a King-size bed, the other has twins, and the living room has a sleeper sofa that makes the unit suitable for up to 6 guests.",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle"", ""Dryer""]",$317.00,1,1125,1,1125,2.6,400.2,0,0,0,0,3,2021-05-24,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,0.06,"380140040008, TA-134-353-1008-01"
7884,33834549,"Ocean View KAN106 - Maui Beach Front, Lovely & Cha",52042236,Cristina Villarin,2015-12-22,"Beach front Kanai A Nalu #106 is a 2 bedroom/2 bath condo with 1 queen bed and1 King bed making the unit suitable for 4 guests. It has a clean, streamlined feel with tile floors, white plantation shutters, and AC to keep you cool.",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"[""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""TV with standard cable"", ""Refrigerator"", ""Air conditioning"", ""Mini fridge"", ""Dishwasher"", ""Essentials"", ""Barbecue utensils"", ""Bathtub"", ""Iron"", ""Freezer"", ""Microwave"", ""Toaster"", ""Pool"", ""Oven""]",$304.00,1,1125,1,1125,2.5,368.0,17,47,77,257,7,2020-12-05,0,0,0.0,4.71,4.86,4.71,4.86,4.57,5.0,4.71,t,0.13,"380140040006, TA-049-037-5168-01"
7886,33834676,Beachfront Oceanview HK-B4 - Maui Vacation Charmin,52042236,Cristina Villarin,2015-12-22,"How about this for some paradise, a beachfront resort and a two-story, second-floor loft condo in a beachfront building, complete with soaring ceilings and double high windows that present you with lots of light and ocean views!",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,7,2.0,2.0,5.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Dishes and silverware"", ""TV with standard cable"", ""Oven"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle""]",$139.00,1,1125,1,1125,2.6,488.4,0,0,22,209,2,2021-08-19,1,6,834.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,0.05,"380140020023, TA-084-221-3376-01"
7887,33834758,Beachfront HK-B16 - Maui Gardenview Condo in Seclu,52042236,Cristina Villarin,2015-12-22,"It is easy to explore Maui from Honu Kai’s central location, and there’s plenty of incentive to do so—there are adventure and beauty everywhere. But you will certainly enjoy returning to this second-floor Hono Kai condo.",within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Patio or balcony"", ""Coffee maker"", ""Hair dryer"", ""Hot water kettle"", ""TV with standard cable"", ""Refrigerator"", ""Air conditioning"", ""Mini fridge"", ""Dishwasher"", ""Essentials"", ""Barbecue utensils"", ""Bathtub"", ""Freezer"", ""Microwave"", ""Toaster"", ""Self check-in"", ""Pool"", ""Oven"", ""Lockbox""]",$139.00,1,1125,1,1125,2.6,370.6,18,38,57,258,3,2021-03-26,0,0,0.0,5.0,4.67,4.67,5.0,5.0,5.0,4.67,t,0.06,"380140020032, TA-107-174-5024-01"
7945,34299756,"Home of Aloha, 5 Bedrooms / 4 Bath, Sleeps 14",258950643,Dianna,2019-04-30,"The Home of Aloha is a beautiful two story home located on the east side of Oahu in Hawaii Kai. Located near beaches such as the famous Hanauma Bay, restaurants, shopping centers, hiking trails, scenic lookouts and water sports. The home offers 5 bedrooms and 4 bathrooms. Smart home features with Amazon Alexa Echo. Spacious and relaxing with many activities and entertainment nearby and just a 5 minute walk to the beach. Reliable high speed internet 500+ mbps.",within a day,67%,,f,Kuliouou/Kalani Iki,3.0,"['email', 'phone']",t,t,East Honolulu,Honolulu,Entire guesthouse,Entire home/apt,14,,5.0,,"[""Coffee maker"", ""Hair dryer"", ""Dishwasher"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Oven"", ""TV"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Air conditioning"", ""Stove"", ""Backyard"", ""Shampoo"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Beach essentials"", ""Self check-in""]",,30,1125,30,1125,30.0,1125.0,16,40,70,315,15,2019-06-11,1,0,,4.87,4.87,5.0,5.0,4.93,4.6,4.73,t,0.21,"380040100000, TA-043-882-9056-01"
7969,34183336,"Stunning N Shore estate, ocean & mountain views",139783985,Sheryl,2017-07-11,"*Short term stays are allowed!  Contact owner for availability and questions.  In compliance with Hi vacation rental laws, this property is held for your exclusive use for a period of 30 days or greater regardless of your length of stay.<br /><br />Newly built 2 story, 4 bedroom, 4.5 bathroom home on 2.5 acre property.  Located in a safe, quiet gated community.  Large wrap around deck with stunning ocean and mountain views.  Suitable for large, multi-generational or multiple families..",within a day,100%,100%,f,Ko'olauloa,1.0,"['email', 'phone']",t,f,Koolauloa,Honolulu,Entire home,Entire home/apt,12,4.5,4.0,6.0,"[""Coffee maker"", ""Conditioner"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Self check-in"", ""Dishwasher"", ""Board games"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""TV with Amazon Prime Video, Hulu, Netflix"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Wine glasses"", ""Mountain view"", ""Hot water"", ""Outdoor shower"", ""Barbecue utensils"", ""Kitchen"", ""Bikes"", ""Toaster"", ""Outdoor dining area"", ""Body soap"", ""Drying rack for clothing"", ""Ocean view"", ""Microwave"", ""High chair"", ""Children\u2019s dinnerware"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Ping pong table"", ""Dedicated workspace"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Keypad"", ""Blender"", ""Ceiling fan"", ""Baking sheet"", ""Private hot tub"", ""Rice maker"", ""Shared beach access"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Fire pit"", ""Dryer"", ""Beach essentials"", ""Room-darkening shades"", ""Hammock""]",$795.00,30,1125,30,1125,30.0,1125.0,30,60,90,365,8,2021-08-16,0,0,0.0,5.0,5.0,5.0,5.0,5.0,4.88,5.0,f,0.18,"570010420004, TA-133-634-4576-01"
8035,34716211,"Country Road, Take Me Home",64815963,Gail,2016-03-28,"Location, location, location! Away from the busy-ness of Waikiki yet so convenient to the best that O'ahu has to offer, this retreat offers a tropical palate, modern amenities, and amazing sunrises on one acre of oceanfront property (not a swimming beach) facing Mokoli'i Island (Chinaman's Hat) on the windward side of O'ahu. Water activities, horseback/ATV riding, hiking/exploring, shopping, sampling from diverse and delicious eateries-you're in a convenient spot from which to launch activities.",within a day,67%,83%,f,Kahalu'u,2.0,"['email', 'phone', 'work_email']",t,f,Koolaupoko,Honolulu,Entire home,Entire home/apt,2,1.0,0.0,1.0,"[""Washer"", ""Essentials"", ""TV"", ""Free parking on premises"", ""First aid kit"", ""Cooking basics"", ""Hangers"", ""Air conditioning"", ""Smoke alarm"", ""Fire extinguisher"", ""Dryer"", ""Kitchen"", ""Backyard"", ""Wifi"", ""Iron"", ""Private entrance"", ""Dishes and silverware""]",$150.00,30,730,30,1125,30.0,1125.0,4,32,33,251,59,2019-09-21,4,240,36000.0,5.0,5.0,5.0,4.98,5.0,4.95,4.86,t,0.89,"480030500000, TA-158-127-3088-01"
8039,34720267,"Hilton Hawaiian Village, 2BR, July 4th week 2023",172248424,Sheiva,2018-02-07,"We have a PREMIUM time share with Hilton Hawaiian Village in Waikiki Beach (2BR Premium Villa) that we won't be able to use this year.  The reservation is for July 1st for 7 nights<br />The 2 BR Premium Villa is in the Lagoon Tower, which offers the larger units in the resort, and is one of the most sought after vacation rental properties on Waikiki Beach.",within a day,100%,,f,Waikiki,11.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Private room in resort,Private room,6,,2.0,,"[""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""BBQ grill"", ""Elevator"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Coffee maker"", ""Indoor fireplace"", ""Fire extinguisher"", ""Gym"", ""Paid parking on premises"", ""Waterfront"", ""Hair dryer"", ""Refrigerator"", ""Air conditioning"", ""Beach essentials"", ""Dishwasher"", ""Essentials"", ""Carbon monoxide alarm"", ""Bathtub"", ""Iron"", ""Shared pool"", ""Heating"", ""Microwave"", ""Shared hot tub"", ""Lake access"", ""Private living room"", ""Room-darkening shades"", ""TV"", ""Hangers"", ""Game console"", ""Backyard"", ""Oven"", ""Shampoo"", ""Fireplace guards""]",,7,7,7,7,7.0,7.0,23,53,83,358,2,2020-01-04,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,3.5,f,0.03,Exempt
8057,34749531,Walk to Beach/ 30 day minimum  Large Studio,1040710,June,2011-08-30,"1 Block to Beach, Spacious Studio. *Inquire available dates!!* Comfortable, Safe neighborhood. Has queen bed, Hotel style kitchen with toaster/convection oven, microwave, coffee maker, mini fridge/freezer and Outdoor shower. The toilet is inside unit behind carved bali privacy screen.  Private Entrance,  &  FREE off street parking, which is quite a Privilege! (street parking is also an option, if available).  It is a very comfortable, clean, affordable place to stay in Most Desirable Location.",within a day,100%,100%,f,North Shore,2.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire guesthouse,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Shower gel"", ""Wifi"", ""Convection toaster oven  oven"", ""Private entrance"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Outdoor shower"", ""Free street parking"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Drying rack for clothing"", ""Microwave"", ""Single level home"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Shampoo"", ""Rice maker"", ""Shared beach access"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Laundromat nearby"", ""Dryer""]",$186.00,30,180,30,1125,30.0,1125.0,0,12,25,300,274,2019-05-18,35,255,47430.0,4.77,4.79,4.88,4.94,4.93,4.95,4.63,f,3.86,TA-165-142-6304-01
8143,35099577,Beachfront 3-Bedroom Penthouse Grand Waikikian,236664052,Chimera,2019-01-14,"Thank you for visiting Chimera Vacations. We look forward to welcoming you to this Beachfront Oasis! Inquire for Exclusive/Custom rates.<br /><br />*Please request for updated availability and rates (varies per week). If unavailable, we have other luxury accommodations in the area.",within a day,55%,20%,f,Northstar Resort,255.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire serviced apartment,Entire home/apt,10,3.0,3.0,4.0,"[""Coffee maker"", ""Heating"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Kitchen"", ""Microwave"", ""Elevator"", ""High chair"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Children\u2019s books and toys"", ""Oven"", ""Waterfront"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Backyard"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Beach essentials""]","$1,767.00",2,1125,2,1125,2.0,1125.0,22,52,82,353,0,,0,0,0.0,,,,,,,,f,,Exempt
8154,35131967,Beachfront Ka'anapali Ocean Resort 1BR+Amenities,236664052,Chimera,2019-01-14,"Thank you for visiting Chimera Vacations. <br /><br />We look forward to welcoming you to this luxury Beachfront Oasis! This beachfront paradise overlooks a sparkling pool and waterfalls, promises comfortable arrival and departures.<br /><br />Inquire for Exclusive Pricing and Custom Rates.<br /><br />7-Night Stay for Special Rates (Sat-Sat, Sun-Sun stays may have better rates) - otherwise additional fee may apply",within a day,55%,20%,f,Northstar Resort,255.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,"[""Coffee maker"", ""Heating"", ""Hair dryer"", ""Dishwasher"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Shared hot tub"", ""Kitchen"", ""Microwave"", ""Elevator"", ""Children\u2019s dinnerware"", ""High chair"", ""Iron"", ""Dishes and silverware"", ""TV with standard cable"", ""Washer"", ""Children\u2019s books and toys"", ""Oven"", ""Waterfront"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Backyard"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Beach essentials""]","$1,182.00",6,1125,6,1125,6.0,1125.0,30,60,90,365,0,,0,0,0.0,,,,,,,,f,,Exempt
8164,34947312,Renovated One Bedroom Cottage with Yard by Waikiki,1567474,Katie,2012-01-04,"Walk to Waikiki, the beach, Kapiolani Park, restaurants and the zoo from our tastefully remodeled cottage-style house. The unit has a bedroom area, a full kitchen, large bathroom, large yard and a private lanai. FYI the bedroom is not separated from the rest of the unit by a door, but it is private.",within a day,50%,0%,f,,4.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,"[""Cooking basics"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Keypad"", ""Kitchen"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Babysitter recommendations"", ""Smoke alarm"", ""High chair"", ""Patio or balcony"", ""Coffee maker"", ""Fire extinguisher"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Beach essentials"", ""Hot water"", ""Essentials"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Baby bath"", ""Bed linens"", ""Bathtub"", ""Microwave"", ""Self check-in"", ""Room-darkening shades"", ""Backyard"", ""Oven"", ""Single level home"", ""Shampoo""]",$185.00,30,90,30,90,30.0,90.0,9,39,69,69,2,2020-01-05,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.03,GE-040-233-5744-01/  TA-040-233-5744-01
8223,35397725,Izetta-4 bedroom apartment-Downtown Hilo,14024190,Marlene,2014-04-08,"Izetta is on the edge of Hilo town.  Historic Hilo town is about a mile long with 2 main streets, Front Street and Kilauea, boardered by Waianuenue Ave and  Ponahawai St.  Izetta is located on Ponahawai St.  The farmers market is one block over, the grocery store, multiple restaurants, Hilo Town Tavern, lots of little shops, and services....its all within walking distance.",within a day,100%,81%,,,8.0,"['email', 'phone']",t,f,South Hilo,Hawaii,Entire rental unit,Entire home/apt,8,1.5,4.0,4.0,"[""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Park view"", ""Exterior security cameras on property"", ""Smart lock"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Fire extinguisher"", ""Hair dryer"", ""GE electric stove"", ""Long term stays allowed"", ""Mountain view"", ""Clothing storage: closet"", ""Refrigerator"", ""Laundromat nearby"", ""40 inch TV"", ""Rice maker"", ""Hot water"", ""Essentials"", ""Free street parking"", ""Ocean view"", ""Bed linens"", ""Single oven"", ""Freezer"", ""The brand varies from time to time. body soap"", ""Coffee maker: drip coffee maker"", ""The brands vary from time to time. shampoo"", ""Microwave"", ""Toaster"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Portable fans"", ""Baking sheet"", ""First aid kit"", ""Single level home"", ""Wine glasses""]",$180.00,3,1125,3,1125,3.0,1125.0,23,40,64,329,133,2019-11-04,7,36,6480.0,4.66,4.81,4.74,4.8,4.86,4.62,4.83,f,2.04,
8234,35579315,Aloha Puna!,267696088,Amy,2019-06-10,"Enjoy and explore The Big Island of Hawaii and welcome to paradise! The Big Island is a magical place for all and guaranteed to be an unforgettable experience of a lifetime. We are walking distance to former lava flows and biking distance to fissure 8.  Visit the new black sand beach at Issac Hale Beach Park just a short drive from the property. Snorkle, scuba, hike, bike, eat, drink, sightsee or just lay back, relax and do nothing.  Welcome to Hawaii!",within a day,100%,100%,f,Island of Hawaiʻi,1.0,"['email', 'phone', 'work_email']",t,f,Puna,Hawaii,Entire home,Entire home/apt,6,2.0,3.0,4.0,"[""Coffee maker"", ""Bathtub"", ""Pets allowed"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Hot water"", ""Electric stove"", ""Kitchen"", ""Microwave"", ""Single level home"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""TV with standard cable"", ""Washer"", ""Oven"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Private backyard \u2013 Not fully fenced"", ""Exterior security cameras on property"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Portable air conditioning"", ""Self check-in""]",$186.00,4,120,4,120,4.0,120.0,19,40,70,249,56,2019-07-24,2,40,7440.0,4.84,4.91,4.64,4.88,4.93,4.79,4.86,f,0.82,
