,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
22623,807766620267277849,KaUaI BeAcH VILLAs 1 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,60,71,71,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22624,809263911478665722,kauai beach villas one bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,60,78,78,1,2023-02-05,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,"540050360006, TA-212-767-6928-01"
22634,810017321280103131,Royal Sea Cliff 2 bEDroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,,2.0,,"[""Crib"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Iron"", ""TV"", ""Kitchen"", ""Essentials"", ""Outdoor dining area"", ""Shampoo"", ""Building staff"", ""BBQ grill"", ""Smoke alarm"", ""Hangers"", ""Heating"", ""Wifi"", ""First aid kit"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""Hot tub"", ""Air conditioning"", ""Pool"", ""Hair dryer"", ""Fire pit"", ""Fire extinguisher"", ""Hot water"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Self check-in"", ""Washer"", ""Luggage dropoff allowed"", ""Cooking basics""]",,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,
22635,807768629204575031,Bali Hai 3 BR Presidential,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$350.00,2,365,2,365,2.0,365.0,27,57,69,69,4,2023-06-22,2,12,4200.0,5.0,5.0,4.75,5.0,5.0,5.0,4.75,f,0.19,"540050360006, TA-212-767-6928-01"
22636,807770670444288350,Bali Hai TWO Bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$221.00,2,365,2,365,2.0,365.0,0,0,0,0,4,2023-05-21,0,6,1326.0,4.5,4.75,4.75,4.5,4.75,4.5,4.25,f,0.18,"540050360006, TA-212-767-6928-01"
22637,807775730200624997,Makai Club 1 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,71,71,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22638,807777248323002320,Makai Club 2 BEDroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$200.00,2,365,2,365,2.0,365.0,30,60,76,76,1,2025-02-21,0,6,1200.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,f,1.0,"540050360006, TA-212-767-6928-01"
22717,808608803015851046,Bali Hai 2 bedroom Deluxe,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$273.00,2,365,2,365,2.0,365.0,23,49,64,64,30,2023-02-20,20,108,29484.0,4.77,4.67,4.77,4.77,4.87,5.0,4.7,f,1.2,"540050360006, TA-212-767-6928-01"
22721,808753607020928559,Bali Hai two Bedrooom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$221.00,2,365,2,365,2.0,365.0,30,55,67,67,5,2023-07-10,0,6,1326.0,4.8,4.8,4.6,4.8,5.0,5.0,5.0,f,0.24,"540050360006, TA-212-767-6928-01"
22724,810911042280675112,Ka Eo Kai 2 Bedroom Unit,240078487,Steven,2019-01-30,"Overlooking Anini Bay, this resort is an escape to a South Pacific paradise on Kauai’s north shore. Enjoy all the resort amenities and nearby golf, or roam the whole island for breathtaking adventure. Whatever your style, there’s something here for you.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$190.00,2,365,2,365,2.0,365.0,30,53,68,68,9,2023-04-22,2,24,4560.0,4.56,4.56,4.44,4.56,4.22,4.89,4.56,f,0.39,"540050360006, TA-212-767-6928-01"
22736,809218775108867386,BALI Hai 2 BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$275.00,2,365,2,365,2.0,365.0,30,60,74,74,11,2023-02-19,4,36,9900.0,4.82,4.73,4.73,4.82,5.0,4.73,4.73,f,0.44,"540050360006, TA-212-767-6928-01"
22737,809234712436788065,Kona Hawaiian 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Waterfront"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$299.00,2,365,2,365,2.0,365.0,30,60,78,78,3,2023-10-15,0,0,0.0,5.0,4.33,4.67,5.0,4.33,4.67,4.67,f,0.17,
22844,813890302584324433,Kona Coast Resort ONE Bedroom,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$278.00,3,365,3,365,3.0,365.0,0,0,0,0,0,,0,0,0.0,,,,,,,,f,,
22886,814598657984157564,Ke Nani Kai 1 Bed Room with car (SUV) included,497905945,Edward,2023-01-25,Quiet location with short walk to pool and hot tub.,within an hour,100%,97%,t,,2.0,"['email', 'phone']",f,f,Molokai,Maui,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""GE oven"", ""GE electric stove"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Shared outdoor pool - available all year, open specific hours"", ""Dining table"", ""Dishwasher"", ""Outdoor furniture"", ""Wifi"", ""Private entrance"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Kenmore refrigerator"", ""Shared hot tub - available all year, open specific hours"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Outdoor dining area"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Blender"", ""Free resort access"", ""Ceiling fan"", ""Baking sheet"", ""Shared beach access"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Beach essentials"", ""Self check-in""]",$142.00,5,30,5,1125,5.0,1125.0,5,20,41,252,15,2023-06-23,8,80,11360.0,4.87,4.93,4.8,4.93,4.87,4.73,4.87,t,0.72,"510030130053, TA-118-455-7056-02"
22912,816091310219162662,Kauai Beach Villas 1BR Unit,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,,1.0,,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",,2,365,2,365,2.0,365.0,30,60,72,72,2,2023-02-15,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.08,"540050360006, TA-212-767-6928-01"
22954,816812940377082980,Mauna Loa Village 2 BR unit,240078487,Steven,2019-01-30,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$250.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,
23053,820995317308599510,"Kaanapali, Maui-Ocean View",499856206,Steven,2023-02-06,"Discover comfort in our accommodation featuring a king size bed, sofa bed with Tempurpedic mattress, and full bathroom complete with bathtub and walk-in shower. Enjoy the convenience of the partial kitchen equipped with a refrigerator, microwave, dishwasher and coffee maker among many other modern appliances. Additional in-room amenities include internet, cable television, DVD/Blu-ray player, telephone and a balcony/lanai. Washer and dryer every other floor. Room service mid visit. +Sofabed",,,,f,,3.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,4,,1.0,,"[""Shared beach access \u2013 Beachfront"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Host greets you"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Shared outdoor pool - available all year, open specific hours, water slide"", ""Paid parking on premises"", ""Essentials"", ""BBQ grill: gas"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Various body soap"", ""Electric stove"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Shared hot tub - available all year, open specific hours"", ""Toaster"", ""Cleaning products"", ""Children's playroom"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Beach view"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""Waterfront"", ""Various refrigerator"", ""Mini golf"", ""Beach essentials"", ""TV"", ""Central heating"", ""Cooking basics"", ""Ping pong table"", ""Books and reading material"", ""Air conditioning"", ""Fire extinguisher"", ""Various shampoo"", ""Free resort access"", ""Various conditioner"", ""Ceiling fan"", ""Exercise equipment: elliptical, stationary bike, treadmill"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shared gym"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Laundromat nearby"", ""Coffee"", ""Room-darkening shades"", ""Paid dryer \u2013 In building""]",,6,7,6,7,6.0,7.0,0,0,0,0,2,2023-04-14,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.09,Exempt
23071,824010009314959680,"Kaanapali, Maui-2 Bedroom, 2 Bath Ocean View",499856206,Steven,2023-02-06,"Discover comfort in our beautifully appointed 2 bedroom, 2 bath,  large dining room suite. Both baths are ensuite with one open to the common areas, one has a bath and shower and the other just a shower. Great for families. Enjoy the convenience of the partial kitchen equipped with a refrigerator, microwave, dishwasher and coffee maker among many other modern appliances. Additional in-room amenities include internet, cable television, DVD/Blu-ray player, telephone and a balcony/lanai. oceanview.",,,,f,,3.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire rental unit,Entire home/apt,6,,2.0,,"[""Coffee maker"", ""Shared beach access \u2013 Beachfront"", ""Freezer"", ""Sun loungers"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Shower gel"", ""Outdoor furniture"", ""Wifi"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Sea view"", ""Resort view"", ""Essentials"", ""Hot water"", ""Wine glasses"", ""BBQ grill: gas"", ""Building staff"", ""Electric stove"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Outdoor dining area"", ""Elevator"", ""Beach view"", ""Private patio or balcony"", ""Dishes and silverware"", ""Waterfront"", ""Mini golf"", ""Beach essentials"", ""TV"", ""Central heating"", ""Private backyard"", ""Varies refrigerator"", ""Cooking basics"", ""Ping pong table"", ""Varies shampoo"", ""Books and reading material"", ""Air conditioning"", ""Varies conditioner"", ""Free resort access"", ""Ceiling fan"", ""Varies body soap"", ""Clothing storage: closet"", ""Exercise equipment: elliptical, stationary bike, treadmill"", ""Shared hot tub - available all year"", ""Shared outdoor pool - available all year, water slide"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shared gym"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Smoke alarm"", ""Laundromat nearby"", ""Coffee"", ""Room-darkening shades"", ""Self check-in""]",,7,7,7,7,7.0,7.0,0,0,0,0,1,2023-05-25,0,0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05,Exempt
23454,842791717120978215,STEPS to Beach! 2 Bedroom w/ Ocean View and Pool!,504491527,Steven,2023-03-08,"Just steps from the beach. Next door to bar/restaurant. Walking distance to bus stop, ABC Store, Bakery and World famous shave ice!<br />30 min to Lahaina, 15 min to Wailea, 15 min to Kahului,  airport, Costco, Target and Walmart. Unit is located on the second floor. No elevator, only stairs access. Assigned parking stall right next to walkway to stairs.",within an hour,100%,99%,t,,1.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire condo,Entire home/apt,4,1.0,2.0,2.0,"[""Shared pool - available all year"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Outdoor shower"", ""Shared hot tub"", ""Barbecue utensils"", ""Pool view"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Beach view"", ""Iron"", ""Private patio or balcony"", ""Dishes and silverware"", ""First aid kit"", ""Keypad"", ""Stove"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Blender"", ""Window AC unit"", ""Ceiling fan"", ""Clothing storage: closet"", ""45 inch TV"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Stainless steel oven"", ""Hangers"", ""Smoke alarm"", ""Ethernet connection"", ""Self check-in""]",$248.00,2,10,2,1125,2.0,1125.0,4,12,31,121,120,2023-03-27,59,255,63240.0,4.94,4.97,4.89,4.98,4.98,4.94,4.84,t,5.06,"390010440039, TA-158-299-0336-01"
